прин_мать;и,ы,е;Правописание гласных и согласных в корне
воссоед_нение;и,ы,е;Правописание гласных и согласных в корне
ж_стикулировать;е,и;Правописание гласных и согласных в корне
гориз_нтальный;о,а,ё;Правописание гласных и согласных в корне
дезор_ентировать;и,ы,е;Правописание гласных и согласных в корне
гиг_енический;и,ы,е;Правописание гласных и согласных в корне
изб_ратель;и,ы,е;Правописание гласных и согласных в корне
д_станционный;и,ы,е;Правописание гласных и согласных в корне
возр_стать;а,о;Правописание гласных и согласных в корне
взап_рти;е,и;Правописание гласных и согласных в корне
изл_жение;о,а,ё;Правописание гласных и согласных в корне
осн_щение;а,о;Правописание гласных и согласных в корне
оз_ряться;а,о;Правописание гласных и согласных в корне
распол_гающийся;а,о;Правописание гласных и согласных в корне
антин_учный;а,о;Правописание гласных и согласных в корне
ф_рмализм;о,а,ё;Правописание гласных и согласных в корне
подр_жание;а,о;Правописание гласных и согласных в корне
препод_ватель;а,о;Правописание гласных и согласных в корне
ув_ковечить;е,и;Правописание гласных и согласных в корне
исп_лнитель;о,а,ё;Правописание гласных и согласных в корне
просл_влять;а,о;Правописание гласных и согласных в корне
симв_лизировать;о,а,ё;Правописание гласных и согласных в корне
дек_рация;о,а,ё;Правописание гласных и согласных в корне
отн_шение;о,а,ё;Правописание гласных и согласных в корне
д_лина;о,а,ё;Правописание гласных и согласных в корне
предпол_гать;а,о;Правописание гласных и согласных в корне
пров_нциальный;и,ы,е;Правописание гласных и согласных в корне
с_мфония;и,ы,е;Правописание гласных и согласных в корне
перем_ститься;е,и;Правописание гласных и согласных в корне
интелл_ктуальный;е,и;Правописание гласных и согласных в корне
сокр_щать;а,о;Правописание гласных и согласных в корне
зак_зать;а,о;Правописание гласных и согласных в корне
осч_стливить;а,о;Правописание гласных и согласных в корне
ол_цетворение;и,ы,е;Правописание гласных и согласных в корне
ул_тучиться;е,и;Правописание гласных и согласных в корне
аб_туриент;и,ы,е;Правописание гласных и согласных в корне
п_тнистый;я,е;Правописание гласных и согласных в корне
акад_мический;е,и;Правописание гласных и согласных в корне
губ_рнатор;е,и;Правописание гласных и согласных в корне
тр_нажёр;е,и;Правописание гласных и согласных в корне
удл_нить;и,ы,е;Правописание гласных и согласных в корне
с_стематизировать;и,ы,е;Правописание гласных и согласных в корне
бл_стящий;е,и;Правописание гласных и согласных в корне
разр_статься;а,о;Правописание гласных и согласных в корне
мех_нический;а,о;Правописание гласных и согласных в корне
тр_стник;о,а,ё;Правописание гласных и согласных в корне
взб_дриться;о,а,ё;Правописание гласных и согласных в корне
объед_нение;и,ы,е;Правописание гласных и согласных в корне
ист_на;и,ы,е;Правописание гласных и согласных в корне
упл_тнитель;о,а,ё;Правописание гласных и согласных в корне
насл_ждение;а,о;Правописание гласных и согласных в корне
в_ртуозный;и,ы,е;Правописание гласных и согласных в корне
разб_раться;и,ы,е;Правописание гласных и согласных в корне
прив_заться;я,е;Правописание гласных и согласных в корне
скр_пучий;и,ы,е;Правописание гласных и согласных в корне
щ_бетать;е,и;Правописание гласных и согласных в корне
ок_лдовать;о,а,ё;Правописание гласных и согласных в корне
кр_стьянин;е,и;Правописание гласных и согласных в корне
зап_тевать;о,а,ё;Правописание гласных и согласных в корне
исст_ри;а,о;Правописание гласных и согласных в корне
осл_плённый;е,и;Правописание гласных и согласных в корне
окам_неть;е,и;Правописание гласных и согласных в корне
сокр_щать;а,о;Правописание гласных и согласных в корне
выск_чить;о,а,ё;Правописание гласных и согласных в корне
непост_жимый;и,ы,е;Правописание гласных и согласных в корне
т_атральный;е,и;Правописание гласных и согласных в корне
прис_гать;я,е;Правописание гласных и согласных в корне
неисс_каемый;я,е;Правописание гласных и согласных в корне
прик_сновение;о,а,ё;Правописание гласных и согласных в корне
загром_здить;о,а,ё;Правописание гласных и согласных в корне
объед_нение;и,ы,е;Правописание гласных и согласных в корне
увл_кательный;е,и;Правописание гласных и согласных в корне
др_знить;а,о;Правописание гласных и согласных в корне
непром_каемый;о,а,ё;Правописание гласных и согласных в корне
парад_ксальный;о,а,ё;Правописание гласных и согласных в корне
предпол_жительно;о,а,ё;Правописание гласных и согласных в корне
усл_жнённый;о,а,ё;Правописание гласных и согласных в корне
бл_стеть;е,и;Правописание гласных и согласных в корне
пл_нительный;е,и;Правописание гласных и согласных в корне
од_чать;и,ы,е;Правописание гласных и согласных в корне
зам_чание;е,и;Правописание гласных и согласных в корне
мат_риал;е,и;Правописание гласных и согласных в корне
экз_менатор;а,о;Правописание гласных и согласных в корне
п_стух;а,о;Правописание гласных и согласных в корне
р_стительность;а,о;Правописание гласных и согласных в корне
энц_клопедия;и,ы,е;Правописание гласных и согласных в корне
ц_линдр;и,ы,е;Правописание гласных и согласных в корне
ц_ганский;ы,и;Правописание гласных и согласных в корне
пл_нительный;е,и;Правописание гласных и согласных в корне
р_форма;е,и;Правописание гласных и согласных в корне
объед_нение;и,ы,е;Правописание гласных и согласных в корне
усл_жнённый;о,а,ё;Правописание гласных и согласных в корне
анн_тация;о,а,ё;Правописание гласных и согласных в корне
бл_стательный;и,ы,е;Правописание гласных и согласных в корне
з_рница;а,о;Правописание гласных и согласных в корне
выч_тание;и,ы,е;Правописание гласных и согласных в корне
оз_рение;а,о;Правописание гласных и согласных в корне
проб_раться;и,ы,е;Правописание гласных и согласных в корне
эст_тический;е,и;Правописание гласных и согласных в корне
оч_стительный;и,ы,е;Правописание гласных и согласных в корне
хр_никальный;о,а,ё;Правописание гласных и согласных в корне
ст_мулировать;и,ы,е;Правописание гласных и согласных в корне
сат_рический;и,ы,е;Правописание гласных и согласных в корне
предпол_гать;а,о;Правописание гласных и согласных в корне
г_рделивый;о,а,ё;Правописание гласных и согласных в корне
конс_рвировать;е,и;Правописание гласных и согласных в корне
неисс_каемый;я,е;Правописание гласных и согласных в корне
упр_вляющий;а,о;Правописание гласных и согласных в корне
адр_совать;е,и;Правописание гласных и согласных в корне
экон_мический;о,а,ё;Правописание гласных и согласных в корне
выг_реть;о,а,ё;Правописание гласных и согласных в корне
интелл_гентный;и,ы,е;Правописание гласных и согласных в корне
зерк_ло;а,о;Правописание гласных и согласных в корне
к_мпаньон;о,а,ё;Правописание гласных и согласных в корне
п_мощник;о,а,ё;Правописание гласных и согласных в корне
сотв_рить;о,а,ё;Правописание гласных и согласных в корне
св_товство;а,о;Правописание гласных и согласных в корне
оц_нить;е,и;Правописание гласных и согласных в корне
аф_ристичный;о,а,ё;Правописание гласных и согласных в корне
незн_комец;а,о;Правописание гласных и согласных в корне
з_рнистый;е,и;Правописание гласных и согласных в корне
увл_чение;е,и;Правописание гласных и согласных в корне
ст_листический;и,ы,е;Правописание гласных и согласных в корне
зан_маться;и,ы,е;Правописание гласных и согласных в корне
ч_стоплотный;и,ы,е;Правописание гласных и согласных в корне
г_роизм;е,и;Правописание гласных и согласных в корне
л_бединый;е,и;Правописание гласных и согласных в корне
землетр_сение;я,е;Правописание гласных и согласных в корне
об_зательно;я,е;Правописание гласных и согласных в корне
тр_нажёр;е,и;Правописание гласных и согласных в корне
ед_номышленник;и,ы,е;Правописание гласных и согласных в корне
исп_лнение;о,а,ё;Правописание гласных и согласных в корне
в_рсистый;о,а,ё;Правописание гласных и согласных в корне
прекл_нение;о,а,ё;Правописание гласных и согласных в корне
уб_диться;е,и;Правописание гласных и согласных в корне
с_мпатия;и,ы,е;Правописание гласных и согласных в корне
доп_лнительный;о,а,ё;Правописание гласных и согласных в корне
эл_ктроника;е,и;Правописание гласных и согласных в корне
осн_вной;о,а,ё;Правописание гласных и согласных в корне
вел_чайший;и,ы,е;Правописание гласных и согласных в корне
оранж_рея;е,и;Правописание гласных и согласных в корне
интелл_ктуальный;е,и;Правописание гласных и согласных в корне
г_ревать;о,а,ё;Правописание гласных и согласных в корне
бесп_лезный;о,а,ё;Правописание гласных и согласных в корне
эк_логический;о,а,ё;Правописание гласных и согласных в корне
акад_мический;е,и;Правописание гласных и согласных в корне
губ_рнатор;е,и;Правописание гласных и согласных в корне
подск_чить;о,а,ё;Правописание гласных и согласных в корне
иск_са;о,а,ё;Правописание гласных и согласных в корне
выр_сти;а,о;Правописание гласных и согласных в корне
м_ханический;е,и;Правописание гласных и согласных в корне
сист_матизировать;е,и;Правописание гласных и согласных в корне
тр_нажёр;е,и;Правописание гласных и согласных в корне
экон_мичный;о,а,ё;Правописание гласных и согласных в корне
вд_леке;а,о;Правописание гласных и согласных в корне
прис_гать;я,е;Правописание гласных и согласных в корне
напр_мик;я,е;Правописание гласных и согласных в корне
разув_рять;е,и;Правописание гласных и согласных в корне
бюлл_тень;е,и;Правописание гласных и согласных в корне
неосп_римый;о,а,ё;Правописание гласных и согласных в корне
л_петать;е,и;Правописание гласных и согласных в корне
оп_раться;и,ы,е;Правописание гласных и согласных в корне
подр_сти;а,о;Правописание гласных и согласных в корне
обог_титься;а,о;Правописание гласных и согласных в корне
н_велла;о,а,ё;Правописание гласных и согласных в корне
г_ревать;о,а,ё;Правописание гласных и согласных в корне
л_гичность;о,а,ё;Правописание гласных и согласных в корне
р_скошный;о,а,ё;Правописание гласных и согласных в корне
разг_вор;о,а,ё;Правописание гласных и согласных в корне
в_ликолепный;е,и;Правописание гласных и согласных в корне
бл_стательный;и,ы,е;Правописание гласных и согласных в корне
г_ризонт;о,а,ё;Правописание гласных и согласных в корне
про_вляющийся;я,е;Правописание гласных и согласных в корне
разув_рять;е,и;Правописание гласных и согласных в корне
соч_тание;е,и;Правописание гласных и согласных в корне
п_стух;а,о;Правописание гласных и согласных в корне
абон_мент;е,и;Правописание гласных и согласных в корне
д_лёкий;а,о;Правописание гласных и согласных в корне
к_согор;о,а,ё;Правописание гласных и согласных в корне
энциклоп_дист;е,и;Правописание гласных и согласных в корне
т_лант;а,о;Правописание гласных и согласных в корне
усл_жнённый;о,а,ё;Правописание гласных и согласных в корне
экз_менатор;а,о;Правописание гласных и согласных в корне
од_чать;и,ы,е;Правописание гласных и согласных в корне
р_скошный;о,а,ё;Правописание гласных и согласных в корне
выч_тание;и,ы,е;Правописание гласных и согласных в корне
оп_раться;и,ы,е;Правописание гласных и согласных в корне
про_вляющийся;я,е;Правописание гласных и согласных в корне
благосл_вить;о,а,ё;Правописание гласных и согласных в корне
застр_ховаться;а,о;Правописание гласных и согласных в корне
уд_вительно;и,ы,е;Правописание гласных и согласных в корне
нач_нающий;и,ы,е;Правописание гласных и согласных в корне
зан_маться;и,ы,е;Правописание гласных и согласных в корне
возр_стной;а,о;Правописание гласных и согласных в корне
акад_мический;е,и;Правописание гласных и согласных в корне
губ_рнатор;е,и;Правописание гласных и согласных в корне
заг_релый;о,а,ё;Правописание гласных и согласных в корне
удл_нить;и,ы,е;Правописание гласных и согласных в корне
мех_нический;а,о;Правописание гласных и согласных в корне
сист_матизировать;е,и;Правописание гласных и согласных в корне
тр_нажёр;е,и;Правописание гласных и согласных в корне
экон_мичный;о,а,ё;Правописание гласных и согласных в корне
эл_мент;е,и;Правописание гласных и согласных в корне
вд_леке;а,о;Правописание гласных и согласных в корне
ц_нтральный;е,и;Правописание гласных и согласных в корне
напр_вление;а,о;Правописание гласных и согласных в корне
заг_релый;о,а,ё;Правописание гласных и согласных в корне
раз_бщённый;о,а,ё;Правописание гласных и согласных в корне
зан_маться;и,ы,е;Правописание гласных и согласных в корне
пром_хнуться;а,о;Правописание гласных и согласных в корне
увл_каться;е,и;Правописание гласных и согласных в корне
уст_ревший;а,о;Правописание гласных и согласных в корне
осв_жительный;е,и;Правописание гласных и согласных в корне
оч_щение;и,ы,е;Правописание гласных и согласных в корне
непост_жимый;и,ы,е;Правописание гласных и согласных в корне
экз_менатор;а,о;Правописание гласных и согласных в корне
заг_дать;а,о;Правописание гласных и согласных в корне
р_скошный;о,а,ё;Правописание гласных и согласных в корне
асф_льтированный;а,о;Правописание гласных и согласных в корне
словосоч_тание;е,и;Правописание гласных и согласных в корне
т_рминология;е,и;Правописание гласных и согласных в корне
конс_рвировать;е,и;Правописание гласных и согласных в корне
б_снописец;а,о;Правописание гласных и согласных в корне
сбал_нсированный;а,о;Правописание гласных и согласных в корне
п_лисадник;а,о;Правописание гласных и согласных в корне
прик_снуться;о,а,ё;Правописание гласных и согласных в корне
пр_стиж;е,и;Правописание гласных и согласных в корне
гиги_нический;е,и;Правописание гласных и согласных в корне
д_станционный;и,ы,е;Правописание гласных и согласных в корне
обозн_чение;а,о;Правописание гласных и согласных в корне
преобр_зить;а,о;Правописание гласных и согласных в корне
оч_щение;и,ы,е;Правописание гласных и согласных в корне
обв_нить;и,ы,е;Правописание гласных и согласных в корне
м_нимальный;и,ы,е;Правописание гласных и согласных в корне
в_рсистый;о,а,ё;Правописание гласных и согласных в корне
г_ревать;о,а,ё;Правописание гласных и согласных в корне
ф_рмализм;о,а,ё;Правописание гласных и согласных в корне
тр_нироваться;е,и;Правописание гласных и согласных в корне
перекл_каться;и,ы,е;Правописание гласных и согласных в корне
д_рижёр;и,ы,е;Правописание гласных и согласных в корне
с_рень;и,ы,е;Правописание гласных и согласных в корне
заж_гательный;и,ы,е;Правописание гласных и согласных в корне
р_мантизм;о,а,ё;Правописание гласных и согласных в корне
лег_ндарный;е,и;Правописание гласных и согласных в корне
забл_стеть;е,и;Правописание гласных и согласных в корне
ди_пазон;а,о;Правописание гласных и согласных в корне
п_стух;а,о;Правописание гласных и согласных в корне
мот_вировать;и,ы,е;Правописание гласных и согласных в корне
тр_вожиться;е,и;Правописание гласных и согласных в корне
соб_рательство;и,ы,е;Правописание гласных и согласных в корне
нап_дение;а,о;Правописание гласных и согласных в корне
пл_вец;о,а,ё;Правописание гласных и согласных в корне
б_снописец;а,о;Правописание гласных и согласных в корне
сбал_нсированный;а,о;Правописание гласных и согласных в корне
выск_чить;о,а,ё;Правописание гласных и согласных в корне
оз_рение;а,о;Правописание гласных и согласных в корне
р_сток;о,а,ё;Правописание гласных и согласных в корне
пол_житься;о,а,ё;Правописание гласных и согласных в корне
тор_пливый;о,а,ё;Правописание гласных и согласных в корне
пон_мание;и,ы,е;Правописание гласных и согласных в корне
г_сударственный;о,а,ё;Правописание гласных и согласных в корне
целл_фановый;о,а,ё;Правописание гласных и согласных в корне
р_месло;е,и;Правописание гласных и согласных в корне
ш_лестеть;е,и;Правописание гласных и согласных в корне
р_скошный;о,а,ё;Правописание гласных и согласных в корне
те_ретический;о,а,ё;Правописание гласных и согласных в корне
осн_вной;о,а,ё;Правописание гласных и согласных в корне
р_сток;о,а,ё;Правописание гласных и согласных в корне
ст_пендия;и,ы,е;Правописание гласных и согласных в корне
изм_нение;е,и;Правописание гласных и согласных в корне
непост_жимый;и,ы,е;Правописание гласных и согласных в корне
подл_котник;о,а,ё;Правописание гласных и согласных в корне
п_лисадник;а,о;Правописание гласных и согласных в корне
г_сударство;о,а,ё;Правописание гласных и согласных в корне
словосоч_тание;е,и;Правописание гласных и согласных в корне
предъ_вить;я,е;Правописание гласных и согласных в корне
об_жаться;и,ы,е;Правописание гласных и согласных в корне
р_скошный;о,а,ё;Правописание гласных и согласных в корне
спл_титься;о,а,ё;Правописание гласных и согласных в корне
вн_запно;е,и;Правописание гласных и согласных в корне
ухв_титься;а,о;Правописание гласных и согласных в корне
хл_потать;о,а,ё;Правописание гласных и согласных в корне
выч_сление;и,ы,е;Правописание гласных и согласных в корне
к_вычки;а,о;Правописание гласных и согласных в корне
упр_щённый;о,а,ё;Правописание гласных и согласных в корне
зам_реть;е,и;Правописание гласных и согласных в корне
пок_ление;о,а,ё;Правописание гласных и согласных в корне
обр_мление;а,о;Правописание гласных и согласных в корне
м_стерство;а,о;Правописание гласных и согласных в корне
рит_рический;о,а,ё;Правописание гласных и согласных в корне
зерк_ло;а,о;Правописание гласных и согласных в корне
прогр_ммировать;а,о;Правописание гласных и согласных в корне
ч_твёртый;е,и;Правописание гласных и согласных в корне
в_теран;е,и;Правописание гласных и согласных в корне
эфф_ктивный;е,и;Правописание гласных и согласных в корне
вост_ргаться;о,а,ё;Правописание гласных и согласных в корне
предст_вительный;а,о;Правописание гласных и согласных в корне
изд_лека;а,о;Правописание гласных и согласных в корне
симп_тичный;а,о;Правописание гласных и согласных в корне
тр_фарет;а,о;Правописание гласных и согласных в корне
ди_лог;а,о;Правописание гласных и согласных в корне
обозн_чение;а,о;Правописание гласных и согласных в корне
преобр_зить;а,о;Правописание гласных и согласных в корне
к_медия;о,а,ё;Правописание гласных и согласных в корне
оч_щение;и,ы,е;Правописание гласных и согласных в корне
экспер_мент;и,ы,е;Правописание гласных и согласных в корне
к_снуться;о,а,ё;Правописание гласных и согласных в корне
в_рсистый;о,а,ё;Правописание гласных и согласных в корне
г_ревать;о,а,ё;Правописание гласных и согласных в корне
оп_реться;е,и;Правописание гласных и согласных в корне
в_лосипед;е,и;Правописание гласных и согласных в корне
задр_жать;о,а,ё;Правописание гласных и согласных в корне
эв_люция;о,а,ё;Правописание гласных и согласных в корне
ун_жение;и,ы,е;Правописание гласных и согласных в корне
поб_дитель;е,и;Правописание гласных и согласных в корне
ц_клон;и,ы,е;Правописание гласных и согласных в корне
аукц_он;и,ы,е;Правописание гласных и согласных в корне
заг_реться;о,а,ё;Правописание гласных и согласных в корне
эк_логический;о,а,ё;Правописание гласных и согласных в корне
зам_чательный;е,и;Правописание гласных и согласных в корне
увл_каться;е,и;Правописание гласных и согласных в корне
по_виться;я,е;Правописание гласных и согласных в корне
землетр_сение;я,е;Правописание гласных и согласных в корне
предпол_гать;а,о;Правописание гласных и согласных в корне
бл_стяще;е,и;Правописание гласных и согласных в корне
прин_мать;и,ы,е;Правописание гласных и согласных в корне
воссоед_нение;и,ы,е;Правописание гласных и согласных в корне
ж_стикулировать;е,и;Правописание гласных и согласных в корне
гориз_нтальный;о,а,ё;Правописание гласных и согласных в корне
дезор_ентировать;и,ы,е;Правописание гласных и согласных в корне
гиг_енический;и,ы,е;Правописание гласных и согласных в корне
изб_ратель;и,ы,е;Правописание гласных и согласных в корне
д_станционный;и,ы,е;Правописание гласных и согласных в корне
возр_стать;а,о;Правописание гласных и согласных в корне
взап_рти;е,и;Правописание гласных и согласных в корне
изл_жение;о,а,ё;Правописание гласных и согласных в корне
осн_щение;а,о;Правописание гласных и согласных в корне
оз_ряться;а,о;Правописание гласных и согласных в корне
распол_гающийся;а,о;Правописание гласных и согласных в корне
антин_учный;а,о;Правописание гласных и согласных в корне
ф_рмализм;о,а,ё;Правописание гласных и согласных в корне
подр_жание;а,о;Правописание гласных и согласных в корне
препод_ватель;а,о;Правописание гласных и согласных в корне
ув_ковечить;е,и;Правописание гласных и согласных в корне
исп_лнитель;о,а,ё;Правописание гласных и согласных в корне
просл_влять;а,о;Правописание гласных и согласных в корне
симв_лизировать;о,а,ё;Правописание гласных и согласных в корне
дек_рация;о,а,ё;Правописание гласных и согласных в корне
отн_шение;о,а,ё;Правописание гласных и согласных в корне
д_лина;о,а,ё;Правописание гласных и согласных в корне
предпол_гать;а,о;Правописание гласных и согласных в корне
пров_нциальный;и,ы,е;Правописание гласных и согласных в корне
с_мфония;и,ы,е;Правописание гласных и согласных в корне
перем_ститься;е,и;Правописание гласных и согласных в корне
интелл_ктуальный;е,и;Правописание гласных и согласных в корне
сокр_щать;а,о;Правописание гласных и согласных в корне
зак_зать;а,о;Правописание гласных и согласных в корне
осч_стливить;а,о;Правописание гласных и согласных в корне
ол_цетворение;и,ы,е;Правописание гласных и согласных в корне
ул_тучиться;е,и;Правописание гласных и согласных в корне
аб_туриент;и,ы,е;Правописание гласных и согласных в корне
п_тнистый;я,е;Правописание гласных и согласных в корне
акад_мический;е,и;Правописание гласных и согласных в корне
губ_рнатор;е,и;Правописание гласных и согласных в корне
тр_нажёр;е,и;Правописание гласных и согласных в корне
удл_нить;и,ы,е;Правописание гласных и согласных в корне
с_стематизировать;и,ы,е;Правописание гласных и согласных в корне
бл_стящий;е,и;Правописание гласных и согласных в корне
разр_статься;а,о;Правописание гласных и согласных в корне
мех_нический;а,о;Правописание гласных и согласных в корне
тр_стник;о,а,ё;Правописание гласных и согласных в корне
взб_дриться;о,а,ё;Правописание гласных и согласных в корне
объед_нение;и,ы,е;Правописание гласных и согласных в корне
ист_на;и,ы,е;Правописание гласных и согласных в корне
упл_тнитель;о,а,ё;Правописание гласных и согласных в корне
насл_ждение;а,о;Правописание гласных и согласных в корне
в_ртуозный;и,ы,е;Правописание гласных и согласных в корне
разб_раться;и,ы,е;Правописание гласных и согласных в корне
прив_заться;я,е;Правописание гласных и согласных в корне
скр_пучий;и,ы,е;Правописание гласных и согласных в корне
щ_бетать;е,и;Правописание гласных и согласных в корне
ок_лдовать;о,а,ё;Правописание гласных и согласных в корне
кр_стьянин;е,и;Правописание гласных и согласных в корне
зап_тевать;о,а,ё;Правописание гласных и согласных в корне
исст_ри;а,о;Правописание гласных и согласных в корне
осл_плённый;е,и;Правописание гласных и согласных в корне
окам_неть;е,и;Правописание гласных и согласных в корне
сокр_щать;а,о;Правописание гласных и согласных в корне
выск_чить;о,а,ё;Правописание гласных и согласных в корне
непост_жимый;и,ы,е;Правописание гласных и согласных в корне
т_атральный;е,и;Правописание гласных и согласных в корне
прис_гать;я,е;Правописание гласных и согласных в корне
неисс_каемый;я,е;Правописание гласных и согласных в корне
прик_сновение;о,а,ё;Правописание гласных и согласных в корне
загром_здить;о,а,ё;Правописание гласных и согласных в корне
объед_нение;и,ы,е;Правописание гласных и согласных в корне
увл_кательный;е,и;Правописание гласных и согласных в корне
др_знить;а,о;Правописание гласных и согласных в корне
непром_каемый;о,а,ё;Правописание гласных и согласных в корне
парад_ксальный;о,а,ё;Правописание гласных и согласных в корне
предпол_жительно;о,а,ё;Правописание гласных и согласных в корне
усл_жнённый;о,а,ё;Правописание гласных и согласных в корне
бл_стеть;е,и;Правописание гласных и согласных в корне
пл_нительный;е,и;Правописание гласных и согласных в корне
од_чать;и,ы,е;Правописание гласных и согласных в корне
зам_чание;е,и;Правописание гласных и согласных в корне
мат_риал;е,и;Правописание гласных и согласных в корне
экз_менатор;а,о;Правописание гласных и согласных в корне
п_стух;а,о;Правописание гласных и согласных в корне
р_стительность;а,о;Правописание гласных и согласных в корне
энц_клопедия;и,ы,е;Правописание гласных и согласных в корне
ц_линдр;и,ы,е;Правописание гласных и согласных в корне
ц_ганский;ы,и;Правописание гласных и согласных в корне
пл_нительный;е,и;Правописание гласных и согласных в корне
р_форма;е,и;Правописание гласных и согласных в корне
объед_нение;и,ы,е;Правописание гласных и согласных в корне
усл_жнённый;о,а,ё;Правописание гласных и согласных в корне
анн_тация;о,а,ё;Правописание гласных и согласных в корне
бл_стательный;и,ы,е;Правописание гласных и согласных в корне
з_рница;а,о;Правописание гласных и согласных в корне
выч_тание;и,ы,е;Правописание гласных и согласных в корне
оз_рение;а,о;Правописание гласных и согласных в корне
проб_раться;и,ы,е;Правописание гласных и согласных в корне
эст_тический;е,и;Правописание гласных и согласных в корне
оч_стительный;и,ы,е;Правописание гласных и согласных в корне
хр_никальный;о,а,ё;Правописание гласных и согласных в корне
ст_мулировать;и,ы,е;Правописание гласных и согласных в корне
сат_рический;и,ы,е;Правописание гласных и согласных в корне
